id;titolo;genere;regista;anno;durata;etaMinima;dataOra;costo
P890;The Little Mermaid;Animation;Ron Clements;1989;83;0;24/12/2026 10:00;7,50
P891;Toy Story;Animation;John Lasseter;1995;81;0;23/12/2026 10:30;7,50
P892;The Princess Bride;Adventure;Rob Reiner;1987;98;0;22/12/2026 10:30;6,50
P893;Brazil;Drama;Terry Gilliam;1985;132;0;21/12/2026 15:30;8,00
P894;The Princess Bride;Adventure;Rob Reiner;1987;98;0;21/12/2026 13:00;7,50
P895;The Untouchables;Crime;Brian De Palma;1987;119;12;21/12/2026 10:00;8,50
P896;The Untouchables;Crime;Brian De Palma;1987;119;12;20/12/2026 16:30;7,00
P897;Le charme discret de la bourgeoisie;Comedy;Luis Buñuel;1972;102;6;20/12/2026 14:00;8,50
P898;Giant;Drama;George Stevens;1956;201;0;20/12/2026 10:00;6,50
P899;Giant;Drama;George Stevens;1956;201;0;19/12/2026 17:30;6,50
P900;The Little Mermaid;Animation;Ron Clements;1989;83;0;19/12/2026 15:00;7,00
P901;Once Upon a Time in America;Crime;Sergio Leone;1984;229;12;19/12/2026 10:30;7,00
P902;Toy Story;Animation;John Lasseter;1995;81;0;18/12/2026 16:30;6,50
P903;Tôkyô monogatari;Drama;Yasujirô Ozu;1953;136;0;18/12/2026 13:30;7,00
P904;The Day of the Jackal;Crime;Fred Zinnemann;1973;143;12;18/12/2026 10:00;8,50
P905;This Is England;Crime;Shane Meadows;2006;101;12;17/12/2026 16:30;6,50
P906;Rear Window;Mystery;Alfred Hitchcock;1954;112;0;17/12/2026 13:30;8,00
P907;The Untouchables;Crime;Brian De Palma;1987;119;12;17/12/2026 10:30;8,00
P908;Stand by Me;Adventure;Rob Reiner;1986;89;0;16/12/2026 12:30;7,50
P909;Det sjunde inseglet;Drama;Ingmar Bergman;1957;96;12;16/12/2026 10:00;8,00
P910;Toy Story;Animation;John Lasseter;1995;81;0;15/12/2026 10:00;8,50
P911;Sanjuro;Action;Akira Kurosawa;1962;96;0;14/12/2026 14:00;8,00
P912;The Lives of Others;Drama;Florian Henckel von Donnersmarck;2006;137;12;14/12/2026 10:30;6,50
P913;This Is England;Crime;Shane Meadows;2006;101;12;13/12/2026 21:30;9,00
P914;Pulp Fiction;Crime;Quentin Tarantino;1994;154;12;13/12/2026 18:00;10,00
P915;The Killing Fields;Biography;Roland Joffé;1984;141;12;13/12/2026 15:00;8,00
P916;Once Upon a Time in America;Crime;Sergio Leone;1984;229;12;13/12/2026 10:30;7,00
P917;The Little Mermaid;Animation;Ron Clements;1989;83;0;12/12/2026 15:30;6,50
P918;Donnie Darko;Drama;Richard Kelly;2001;113;16;12/12/2026 12:30;6,50
P919;Psycho;Horror;Alfred Hitchcock;1960;109;12;12/12/2026 10:00;8,00
P920;The Little Mermaid;Animation;Ron Clements;1989;83;0;11/12/2026 10:00;7,00
P921;Blow;Biography;Ted Demme;2001;124;16;10/12/2026 16:30;8,50
P922;Das Experiment;Drama;Oliver Hirschbiegel;2001;120;16;10/12/2026 13:30;8,50
P923;Stalker;Drama;Andrei Tarkovsky;1979;162;0;10/12/2026 10:00;7,00
P924;Harry Potter and the Sorcerer's Stone;Adventure;Chris Columbus;2001;152;0;09/12/2026 15:30;7,00
P925;The Lost Weekend;Drama;Billy Wilder;1945;101;12;09/12/2026 13:00;7,00
P926;Hannah and Her Sisters;Comedy;Woody Allen;1986;107;12;09/12/2026 10:30;7,50
P927;Stalker;Drama;Andrei Tarkovsky;1979;162;0;08/12/2026 15:30;8,00
P928;Das Experiment;Drama;Oliver Hirschbiegel;2001;120;16;08/12/2026 13:00;7,50
P929;Psycho;Horror;Alfred Hitchcock;1960;109;12;08/12/2026 10:00;7,50
P930;Bringing Up Baby;Comedy;Howard Hawks;1938;102;12;07/12/2026 12:30;8,00
P931;Stand by Me;Adventure;Rob Reiner;1986;89;0;07/12/2026 10:00;8,50
P932;Once Upon a Time in America;Crime;Sergio Leone;1984;229;12;06/12/2026 16:30;7,00
P933;The Day of the Jackal;Crime;Fred Zinnemann;1973;143;12;06/12/2026 13:00;6,50
P934;Salinui chueok;Crime;Bong Joon Ho;2003;131;12;06/12/2026 10:00;8,00
P935;Donnie Darko;Drama;Richard Kelly;2001;113;16;05/12/2026 17:00;6,50
P936;Le charme discret de la bourgeoisie;Comedy;Luis Buñuel;1972;102;6;05/12/2026 14:30;7,00
P937;Once Upon a Time in America;Crime;Sergio Leone;1984;229;12;05/12/2026 10:00;6,50
P938;Breaking the Waves;Drama;Lars von Trier;1996;159;16;04/12/2026 10:00;8,00
P939;Smultronstället;Drama;Ingmar Bergman;1957;91;0;03/12/2026 10:00;7,00
P940;Notorious;Drama;Alfred Hitchcock;1946;102;0;02/12/2026 15:30;8,00
P941;The Exorcist;Horror;William Friedkin;1973;122;12;02/12/2026 12:30;6,50
P942;Aguirre, der Zorn Gottes;Action;Werner Herzog;1972;95;12;02/12/2026 10:00;7,50
P943;Stand by Me;Adventure;Rob Reiner;1986;89;0;01/12/2026 12:30;6,50
P944;Psycho;Horror;Alfred Hitchcock;1960;109;12;01/12/2026 10:00;6,50
P945;Dawn of the Dead;Action;George A. Romero;1978;127;12;30/11/2026 12:30;8,00
P946;Planes, Trains & Automobiles;Comedy;John Hughes;1987;93;0;30/11/2026 10:00;7,00
P947;The Lost Weekend;Drama;Billy Wilder;1945;101;12;29/11/2026 15:30;6,50
P948;Le charme discret de la bourgeoisie;Comedy;Luis Buñuel;1972;102;6;29/11/2026 13:00;7,50
P949;Office Space;Comedy;Mike Judge;1999;89;16;29/11/2026 10:30;6,50
P950;The Exorcist;Horror;William Friedkin;1973;122;12;28/11/2026 19:00;8,50
P951;Shrek;Animation;Andrew Adamson;2001;90;0;28/11/2026 16:30;7,00
P952;Shrek;Animation;Andrew Adamson;2001;90;0;28/11/2026 14:00;8,50
P953;Breaking the Waves;Drama;Lars von Trier;1996;159;16;28/11/2026 10:30;8,50
P954;Le charme discret de la bourgeoisie;Comedy;Luis Buñuel;1972;102;6;27/11/2026 10:00;7,00
P955;Dogville;Crime;Lars von Trier;2003;178;16;26/11/2026 10:30;7,50
P956;The Little Mermaid;Animation;Ron Clements;1989;83;0;25/11/2026 12:30;8,50
P957;Sanjuro;Action;Akira Kurosawa;1962;96;0;25/11/2026 10:00;7,00
P958;The Day of the Jackal;Crime;Fred Zinnemann;1973;143;12;24/11/2026 10:00;6,50
P959;The Kid;Comedy;Charles Chaplin;1921;68;12;23/11/2026 10:30;7,00
P960;Salinui chueok;Crime;Bong Joon Ho;2003;131;12;22/11/2026 16:30;8,50
P961;The Killing Fields;Biography;Roland Joffé;1984;141;12;22/11/2026 13:30;8,00
P962;Harry Potter and the Sorcerer's Stone;Adventure;Chris Columbus;2001;152;0;22/11/2026 10:00;8,50
P963;Rang De Basanti;Comedy;Rakeysh Omprakash Mehra;2006;167;12;21/11/2026 16:30;7,00
P964;L.A. Confidential;Crime;Curtis Hanson;1997;138;12;21/11/2026 13:30;8,00
P965;Dead Man;Adventure;Jim Jarmusch;1995;121;16;21/11/2026 10:30;7,00
P966;Once Upon a Time in America;Crime;Sergio Leone;1984;229;12;20/11/2026 15:30;8,00
P967;Hana-bi;Crime;Takeshi Kitano;1997;103;12;20/11/2026 13:00;7,00
P968;Sanjuro;Action;Akira Kurosawa;1962;96;0;20/11/2026 10:30;6,50
P969;Gilda;Drama;Charles Vidor;1946;110;12;19/11/2026 10:00;7,50
P970;The 39 Steps;Crime;Alfred Hitchcock;1935;86;12;18/11/2026 12:30;7,50
P971;Double Indemnity;Crime;Billy Wilder;1944;107;12;18/11/2026 10:00;8,50
P972;L.A. Confidential;Crime;Curtis Hanson;1997;138;12;17/11/2026 16:00;7,50
P973;Trois couleurs: Bleu;Drama;Krzysztof Kieslowski;1993;94;0;17/11/2026 13:30;8,50
P974;Dancer in the Dark;Crime;Lars von Trier;2000;140;0;17/11/2026 10:30;8,00
P975;Shrek;Animation;Andrew Adamson;2001;90;0;16/11/2026 16:00;8,50
P976;Giù la testa;Drama;Sergio Leone;1971;157;6;16/11/2026 12:30;8,00
P977;Stand by Me;Adventure;Rob Reiner;1986;89;0;16/11/2026 10:30;7,50
P978;Hana-bi;Crime;Takeshi Kitano;1997;103;12;15/11/2026 15:30;7,00
P979;Shrek;Animation;Andrew Adamson;2001;90;0;15/11/2026 13:00;8,00
P980;Goodfellas;Biography;Martin Scorsese;1990;146;12;15/11/2026 10:00;6,50
P981;Goodfellas;Biography;Martin Scorsese;1990;146;12;14/11/2026 17:00;8,50
P982;Dogville;Crime;Lars von Trier;2003;178;16;14/11/2026 13:00;7,50
P983;Majo no takkyûbin;Animation;Hayao Miyazaki;1989;103;0;14/11/2026 10:30;6,50
P984;Majo no takkyûbin;Animation;Hayao Miyazaki;1989;103;0;13/11/2026 12:30;7,00
P985;Smultronstället;Drama;Ingmar Bergman;1957;91;0;13/11/2026 10:00;6,50
P986;Dà hóng denglong gaogao guà;Drama;Yimou Zhang;1991;125;6;12/11/2026 10:00;7,50
P987;Toy Story 2;Animation;John Lasseter;1999;92;0;11/11/2026 10:30;7,00
P988;Dà hóng denglong gaogao guà;Drama;Yimou Zhang;1991;125;6;10/11/2026 12:30;7,50
P989;The Station Agent;Comedy;Tom McCarthy;2003;89;16;10/11/2026 10:00;6,50
P990;Gilda;Drama;Charles Vidor;1946;110;12;09/11/2026 10:30;8,50
P991;Per un pugno di dollari;Action;Sergio Leone;1964;99;12;08/11/2026 18:00;9,50
P992;Giù la testa;Drama;Sergio Leone;1971;157;6;08/11/2026 14:30;6,50
P993;The 39 Steps;Crime;Alfred Hitchcock;1935;86;12;08/11/2026 12:30;8,50
P994;The 39 Steps;Crime;Alfred Hitchcock;1935;86;12;08/11/2026 10:00;8,00
P995;The King of Comedy;Comedy;Martin Scorsese;1982;109;0;07/11/2026 19:00;9,50
P996;V for Vendetta;Action;James McTeigue;2005;132;12;07/11/2026 16:00;7,50
P997;Brazil;Drama;Terry Gilliam;1985;132;0;07/11/2026 13:00;7,50
P998;Dà hóng denglong gaogao guà;Drama;Yimou Zhang;1991;125;6;07/11/2026 10:00;7,50
P999;Dancer in the Dark;Crime;Lars von Trier;2000;140;0;06/11/2026 15:00;8,00
P1000;The 39 Steps;Crime;Alfred Hitchcock;1935;86;12;06/11/2026 12:30;8,00
P1001;The Kid;Comedy;Charles Chaplin;1921;68;12;06/11/2026 10:30;7,00
P1002;Annie Hall;Comedy;Woody Allen;1977;93;12;05/11/2026 10:00;8,50
P1003;Dead Man;Adventure;Jim Jarmusch;1995;121;16;04/11/2026 10:00;8,50
P1004;Laura;Drama;Otto Preminger;1944;88;12;03/11/2026 10:00;7,00
P1005;Notorious;Drama;Alfred Hitchcock;1946;102;0;02/11/2026 13:00;6,50
P1006;Shrek;Animation;Andrew Adamson;2001;90;0;02/11/2026 10:30;8,50
P1007;Brazil;Drama;Terry Gilliam;1985;132;0;01/11/2026 18:30;9,00
P1008;Majo no takkyûbin;Animation;Hayao Miyazaki;1989;103;0;01/11/2026 16:00;8,00
P1009;Dead Man;Adventure;Jim Jarmusch;1995;121;16;01/11/2026 13:00;8,50
P1010;Shrek;Animation;Andrew Adamson;2001;90;0;01/11/2026 10:30;8,00
P1011;All About Eve;Drama;Joseph L. Mankiewicz;1950;138;12;31/10/2026 18:00;9,00
P1012;Toy Story 2;Animation;John Lasseter;1999;92;0;31/10/2026 15:30;8,50
P1013;Hana-bi;Crime;Takeshi Kitano;1997;103;12;31/10/2026 13:00;6,50
P1014;The Day the Earth Stood Still;Drama;Robert Wise;1951;92;0;31/10/2026 10:30;8,50
P1015;V for Vendetta;Action;James McTeigue;2005;132;12;30/10/2026 10:30;7,00
P1016;The Station Agent;Comedy;Tom McCarthy;2003;89;16;29/10/2026 10:30;7,50
P1017;Gilda;Drama;Charles Vidor;1946;110;12;28/10/2026 10:30;8,50
P1018;Dancer in the Dark;Crime;Lars von Trier;2000;140;0;27/10/2026 16:00;7,50
P1019;Toy Story 2;Animation;John Lasseter;1999;92;0;27/10/2026 13:30;8,50
P1020;Dip huet seung hung;Action;John Woo;1989;111;16;27/10/2026 10:30;8,50
P1021;Giù la testa;Drama;Sergio Leone;1971;157;6;26/10/2026 16:30;8,00
P1022;Blow;Biography;Ted Demme;2001;124;16;26/10/2026 13:30;8,00
P1023;Brazil;Drama;Terry Gilliam;1985;132;0;26/10/2026 10:30;8,50
P1024;Dancer in the Dark;Crime;Lars von Trier;2000;140;0;25/10/2026 15:00;7,50
P1025;Per un pugno di dollari;Action;Sergio Leone;1964;99;12;25/10/2026 12:30;6,50
P1026;Bacheha-Ye aseman;Drama;Majid Majidi;1997;89;6;25/10/2026 10:00;8,00
P1027;Notorious;Drama;Alfred Hitchcock;1946;102;0;24/10/2026 18:00;9,00
P1028;Star Trek II: The Wrath of Khan;Action;Nicholas Meyer;1982;113;0;24/10/2026 15:00;8,00
P1029;Notorious;Drama;Alfred Hitchcock;1946;102;0;24/10/2026 12:30;7,50
P1030;Majo no takkyûbin;Animation;Hayao Miyazaki;1989;103;0;24/10/2026 10:00;8,50
P1031;La leggenda del pianista sull'oceano;Drama;Giuseppe Tornatore;1998;169;0;23/10/2026 10:00;7,50
P1032;The King of Comedy;Comedy;Martin Scorsese;1982;109;0;22/10/2026 13:00;7,50
P1033;To Be or Not to Be;Comedy;Ernst Lubitsch;1942;99;12;22/10/2026 10:30;8,00
P1034;The Day the Earth Stood Still;Drama;Robert Wise;1951;92;0;21/10/2026 10:00;8,50
P1035;The Station Agent;Comedy;Tom McCarthy;2003;89;16;20/10/2026 10:00;8,00
P1036;8½;Drama;Federico Fellini;1963;138;12;19/10/2026 10:00;8,00
P1037;Bacheha-Ye aseman;Drama;Majid Majidi;1997;89;6;18/10/2026 15:00;8,50
P1038;L.A. Confidential;Crime;Curtis Hanson;1997;138;12;18/10/2026 12:00;8,00
P1039;Lola rennt;Crime;Tom Tykwer;1998;81;12;18/10/2026 10:00;7,50
P1040;Brazil;Drama;Terry Gilliam;1985;132;0;17/10/2026 19:00;8,50
P1041;Dancer in the Dark;Crime;Lars von Trier;2000;140;0;17/10/2026 16:00;7,50
P1042;8½;Drama;Federico Fellini;1963;138;12;17/10/2026 13:00;7,50
P1043;The Sting;Comedy;George Roy Hill;1973;129;0;17/10/2026 10:00;8,50
P1044;Donnie Darko;Drama;Richard Kelly;2001;113;16;16/10/2026 12:30;6,50
P1045;Majo no takkyûbin;Animation;Hayao Miyazaki;1989;103;0;16/10/2026 10:00;8,50
P1046;Bacheha-Ye aseman;Drama;Majid Majidi;1997;89;6;15/10/2026 10:00;7,50
P1047;Secrets & Lies;Comedy;Mike Leigh;1996;136;0;14/10/2026 15:30;7,50
P1048;Hana-bi;Crime;Takeshi Kitano;1997;103;12;14/10/2026 13:00;7,00
P1049;Efter brylluppet;Drama;Susanne Bier;2006;120;16;14/10/2026 10:00;8,00
P1050;Before Sunrise;Drama;Richard Linklater;1995;101;16;13/10/2026 13:00;7,00
P1051;All About Eve;Drama;Joseph L. Mankiewicz;1950;138;12;13/10/2026 10:00;7,50
P1052;What's Eating Gilbert Grape;Drama;Lasse Hallström;1993;118;0;12/10/2026 16:00;7,50
P1053;Dancer in the Dark;Crime;Lars von Trier;2000;140;0;12/10/2026 13:00;6,50
P1054;Aguirre, der Zorn Gottes;Action;Werner Herzog;1972;95;12;12/10/2026 10:30;8,00
P1055;Efter brylluppet;Drama;Susanne Bier;2006;120;16;11/10/2026 18:30;8,50
P1056;The Shop Around the Corner;Comedy;Ernst Lubitsch;1940;99;12;11/10/2026 16:00;8,00
P1057;To Be or Not to Be;Comedy;Ernst Lubitsch;1942;99;12;11/10/2026 13:30;8,00
P1058;Goodfellas;Biography;Martin Scorsese;1990;146;12;11/10/2026 10:00;8,50
P1059;The Station Agent;Comedy;Tom McCarthy;2003;89;16;10/10/2026 18:00;9,00
P1060;Goodfellas;Biography;Martin Scorsese;1990;146;12;10/10/2026 15:00;8,00
P1061;Bacheha-Ye aseman;Drama;Majid Majidi;1997;89;6;10/10/2026 12:30;6,50
P1062;Annie Hall;Comedy;Woody Allen;1977;93;12;10/10/2026 10:00;8,50
P1063;Brokeback Mountain;Drama;Ang Lee;2005;134;12;09/10/2026 10:00;7,50
P1064;The Sting;Comedy;George Roy Hill;1973;129;0;08/10/2026 12:30;8,00
P1065;Aguirre, der Zorn Gottes;Action;Werner Herzog;1972;95;12;08/10/2026 10:00;8,00
P1066;Secrets & Lies;Comedy;Mike Leigh;1996;136;0;07/10/2026 15:30;8,50
P1067;Aguirre, der Zorn Gottes;Action;Werner Herzog;1972;95;12;07/10/2026 13:00;8,50
P1068;Secrets & Lies;Comedy;Mike Leigh;1996;136;0;07/10/2026 10:00;6,50
P1069;Efter brylluppet;Drama;Susanne Bier;2006;120;16;06/10/2026 14:30;7,00
P1070;Lola rennt;Crime;Tom Tykwer;1998;81;12;06/10/2026 12:30;7,00
P1071;Kung fu;Action;Stephen Chow;2004;99;12;06/10/2026 10:00;7,50
P1072;Funny Games;Crime;Michael Haneke;1997;108;12;05/10/2026 10:30;8,00
P1073;Awakenings;Biography;Penny Marshall;1990;121;0;04/10/2026 16:00;7,50
P1074;Die Hard;Action;John McTiernan;1988;132;12;04/10/2026 13:00;8,50
P1075;To Be or Not to Be;Comedy;Ernst Lubitsch;1942;99;12;04/10/2026 10:30;6,50
P1076;The Sting;Comedy;George Roy Hill;1973;129;0;03/10/2026 18:00;9,00
P1077;Ed Wood;Biography;Tim Burton;1994;127;0;03/10/2026 15:00;8,50
P1078;O Brother, Where Art Thou?;Adventure;Joel Coen;2000;107;0;03/10/2026 12:30;8,50
P1079;Kung fu;Action;Stephen Chow;2004;99;12;03/10/2026 10:00;7,00
P1080;Brokeback Mountain;Drama;Ang Lee;2005;134;12;02/10/2026 12:30;7,50
P1081;The Night of the Hunter;Crime;Charles Laughton;1955;92;12;02/10/2026 10:00;8,50
P1082;Die Hard: With a Vengeance;Action;John McTiernan;1995;128;12;01/10/2026 14:00;7,50
P1083;La leggenda del pianista sull'oceano;Drama;Giuseppe Tornatore;1998;169;0;01/10/2026 10:00;8,00
P1084;Annie Hall;Comedy;Woody Allen;1977;93;12;30/09/2026 10:00;6,50
P1085;Die Hard;Action;John McTiernan;1988;132;12;29/09/2026 15:30;8,00
P1086;Aguirre, der Zorn Gottes;Action;Werner Herzog;1972;95;12;29/09/2026 13:00;8,00
P1087;Guess Who's Coming to Dinner;Comedy;Stanley Kramer;1967;108;12;29/09/2026 10:00;7,00
P1088;O Brother, Where Art Thou?;Adventure;Joel Coen;2000;107;0;28/09/2026 13:00;6,50
P1089;O Brother, Where Art Thou?;Adventure;Joel Coen;2000;107;0;28/09/2026 10:30;8,50
P1090;Once Were Warriors;Crime;Lee Tamahori;1994;102;12;27/09/2026 17:00;8,00
P1091;Laura;Drama;Otto Preminger;1944;88;12;27/09/2026 14:30;7,00
P1092;Lola rennt;Crime;Tom Tykwer;1998;81;12;27/09/2026 12:30;8,00
P1093;Brief Encounter;Drama;David Lean;1945;86;0;27/09/2026 10:00;8,00
P1094;Dead Man;Adventure;Jim Jarmusch;1995;121;16;26/09/2026 18:00;10,00
P1095;Witness for the Prosecution;Crime;Billy Wilder;1957;116;0;26/09/2026 15:00;7,00
P1096;To Be or Not to Be;Comedy;Ernst Lubitsch;1942;99;12;26/09/2026 12:30;7,00
P1097;The Night of the Hunter;Crime;Charles Laughton;1955;92;12;26/09/2026 10:00;7,00
P1098;Central do Brasil;Drama;Walter Salles;1998;110;16;25/09/2026 15:30;8,00
P1099;Brief Encounter;Drama;David Lean;1945;86;0;25/09/2026 13:00;7,00
P1100;Donnie Darko;Drama;Richard Kelly;2001;113;16;25/09/2026 10:30;7,50
P1101;Star Trek II: The Wrath of Khan;Action;Nicholas Meyer;1982;113;0;24/09/2026 13:00;8,00
P1102;Strangers on a Train;Crime;Alfred Hitchcock;1951;101;12;24/09/2026 10:30;8,50
P1103;Laura;Drama;Otto Preminger;1944;88;12;23/09/2026 13:00;6,50
P1104;V for Vendetta;Action;James McTeigue;2005;132;12;23/09/2026 10:00;6,50
P1105;Sholay;Action;Ramesh Sippy;1975;204;0;22/09/2026 10:30;8,50
P1106;Wo hu cang long;Action;Ang Lee;2000;120;12;21/09/2026 12:30;7,00
P1107;A Christmas Story;Comedy;Bob Clark;1983;93;0;21/09/2026 10:00;7,50
P1108;Funny Games;Crime;Michael Haneke;1997;108;12;20/09/2026 19:30;10,00
P1109;The Night of the Hunter;Crime;Charles Laughton;1955;92;12;20/09/2026 17:00;8,50
P1110;Paris, Texas;Drama;Wim Wenders;1984;145;0;20/09/2026 13:30;8,50
P1111;Efter brylluppet;Drama;Susanne Bier;2006;120;16;20/09/2026 10:30;7,00
P1112;Ed Wood;Biography;Tim Burton;1994;127;0;19/09/2026 20:00;8,50
P1113;Anand;Drama;Hrishikesh Mukherjee;1971;122;0;19/09/2026 17:00;7,50
P1114;Wo hu cang long;Action;Ang Lee;2000;120;12;19/09/2026 14:00;7,00
P1115;Stalker;Drama;Andrei Tarkovsky;1979;162;0;19/09/2026 10:30;6,50
P1116;A Christmas Story;Comedy;Bob Clark;1983;93;0;18/09/2026 10:00;6,50
P1117;Mad Max 2;Action;George Miller;1981;96;12;17/09/2026 13:00;7,00
P1118;No Man's Land;Comedy;Danis Tanovic;2001;98;16;17/09/2026 10:30;6,50
P1119;Ed Wood;Biography;Tim Burton;1994;127;0;16/09/2026 16:00;8,00
P1120;Once Upon a Time in the West;Western;Sergio Leone;1968;165;0;16/09/2026 12:30;7,50
P1121;Mad Max 2;Action;George Miller;1981;96;12;16/09/2026 10:00;7,50
P1122;Yeopgijeogin geunyeo;Comedy;Jae-young Kwak;2001;137;12;15/09/2026 16:30;7,50
P1123;Kumonosu-jô;Drama;Akira Kurosawa;1957;110;12;15/09/2026 13:30;8,00
P1124;Witness for the Prosecution;Crime;Billy Wilder;1957;116;0;15/09/2026 10:30;8,50
P1125;Star Wars;Action;George Lucas;1977;121;12;14/09/2026 16:00;7,50
P1126;Roman Holiday;Comedy;William Wyler;1953;118;12;14/09/2026 13:30;7,00
P1127;Efter brylluppet;Drama;Susanne Bier;2006;120;16;14/09/2026 10:30;7,00
P1128;Star Trek II: The Wrath of Khan;Action;Nicholas Meyer;1982;113;0;13/09/2026 20:00;9,00
P1129;Once Upon a Time in the West;Western;Sergio Leone;1968;165;0;13/09/2026 16:30;8,00
P1130;Blood Diamond;Adventure;Edward Zwick;2006;143;12;13/09/2026 13:30;7,50
P1131;Blood Diamond;Adventure;Edward Zwick;2006;143;12;13/09/2026 10:00;7,00
P1132;Sleuth;Mystery;Joseph L. Mankiewicz;1972;138;6;12/09/2026 15:30;8,50
P1133;The Station Agent;Comedy;Tom McCarthy;2003;89;16;12/09/2026 13:00;8,50
P1134;Funny Games;Crime;Michael Haneke;1997;108;12;12/09/2026 10:30;7,00
P1135;The Exorcist;Horror;William Friedkin;1973;122;12;11/09/2026 16:00;7,50
P1136;O Brother, Where Art Thou?;Adventure;Joel Coen;2000;107;0;11/09/2026 13:30;7,00
P1137;Star Trek II: The Wrath of Khan;Action;Nicholas Meyer;1982;113;0;11/09/2026 10:30;8,50
P1138;Once Upon a Time in the West;Western;Sergio Leone;1968;165;0;10/09/2026 10:00;8,50
P1139;O Brother, Where Art Thou?;Adventure;Joel Coen;2000;107;0;09/09/2026 13:00;7,00
P1140;Lat sau san taam;Action;John Woo;1992;128;16;09/09/2026 10:00;7,50
P1141;Stalag 17;Comedy;Billy Wilder;1953;120;12;08/09/2026 16:30;8,50
P1142;Yeopgijeogin geunyeo;Comedy;Jae-young Kwak;2001;137;12;08/09/2026 13:00;6,50
P1143;Guess Who's Coming to Dinner;Comedy;Stanley Kramer;1967;108;12;08/09/2026 10:30;6,50
P1144;Funny Games;Crime;Michael Haneke;1997;108;12;07/09/2026 13:30;6,50
P1145;Once Upon a Time in the West;Western;Sergio Leone;1968;165;0;07/09/2026 10:00;8,50
P1146;Guess Who's Coming to Dinner;Comedy;Stanley Kramer;1967;108;12;06/09/2026 15:00;7,00
P1147;The Night of the Hunter;Crime;Charles Laughton;1955;92;12;06/09/2026 12:30;6,50
P1148;Rope;Crime;Alfred Hitchcock;1948;80;12;06/09/2026 10:00;8,00
P1149;La Grande Illusion;Drama;Jean Renoir;1937;113;12;05/09/2026 17:00;8,50
P1150;Once Upon a Time in the West;Western;Sergio Leone;1968;165;0;05/09/2026 13:30;7,00
P1151;Once Upon a Time in the West;Western;Sergio Leone;1968;165;0;05/09/2026 10:00;7,50
P1152;Efter brylluppet;Drama;Susanne Bier;2006;120;16;04/09/2026 12:30;8,00
P1153;Once Were Warriors;Crime;Lee Tamahori;1994;102;12;04/09/2026 10:00;8,50
P1154;What Ever Happened to Baby Jane?;Drama;Robert Aldrich;1962;134;12;03/09/2026 10:30;8,00
P1155;Once Were Warriors;Crime;Lee Tamahori;1994;102;12;02/09/2026 10:00;6,50
P1156;Paris, Texas;Drama;Wim Wenders;1984;145;0;01/09/2026 10:00;8,50
P1157;Stalker;Drama;Andrei Tarkovsky;1979;162;0;31/08/2026 12:00;7,50
P1158;The Circus;Comedy;Charles Chaplin;1928;72;12;31/08/2026 10:00;7,50
P1159;V for Vendetta;Action;James McTeigue;2005;132;12;30/08/2026 15:00;8,00
P1160;The Truman Show;Comedy;Peter Weir;1998;103;0;30/08/2026 12:30;7,50
P1161;Funny Games;Crime;Michael Haneke;1997;108;12;30/08/2026 10:00;6,50
P1162;Kumonosu-jô;Drama;Akira Kurosawa;1957;110;12;29/08/2026 17:00;8,00
P1163;The Bourne Identity;Action;Doug Liman;2002;119;12;29/08/2026 14:00;7,50
P1164;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;29/08/2026 10:00;7,00
P1165;The Color Purple;Drama;Steven Spielberg;1985;154;0;28/08/2026 10:30;8,50
P1166;Blood Diamond;Adventure;Edward Zwick;2006;143;12;27/08/2026 15:30;6,50
P1167;The General;Action;Clyde Bruckman;1926;67;12;27/08/2026 13:30;6,50
P1168;Lat sau san taam;Action;John Woo;1992;128;16;27/08/2026 10:30;8,00
P1169;The Notebook;Drama;Nick Cassavetes;2004;123;12;26/08/2026 10:30;6,50
P1170;Rope;Crime;Alfred Hitchcock;1948;80;12;25/08/2026 15:30;7,00
P1171;Stalag 17;Comedy;Billy Wilder;1953;120;12;25/08/2026 12:30;7,00
P1172;Zelig;Comedy;Woody Allen;1983;79;6;25/08/2026 10:30;8,50
P1173;Rope;Crime;Alfred Hitchcock;1948;80;12;24/08/2026 10:00;8,50
P1174;La Grande Illusion;Drama;Jean Renoir;1937;113;12;23/08/2026 17:30;7,00
P1175;The Station Agent;Comedy;Tom McCarthy;2003;89;16;23/08/2026 15:00;6,50
P1176;Central do Brasil;Drama;Walter Salles;1998;110;16;23/08/2026 12:30;6,50
P1177;The General;Action;Clyde Bruckman;1926;67;12;23/08/2026 10:30;8,00
P1178;The Truman Show;Comedy;Peter Weir;1998;103;0;22/08/2026 14:00;8,00
P1179;The Color Purple;Drama;Steven Spielberg;1985;154;0;22/08/2026 10:30;8,50
P1180;Stalag 17;Comedy;Billy Wilder;1953;120;12;21/08/2026 17:00;7,00
P1181;Glengarry Glen Ross;Crime;James Foley;1992;100;16;21/08/2026 14:30;7,00
P1182;Judgment at Nuremberg;Drama;Stanley Kramer;1961;179;12;21/08/2026 10:30;7,50
P1183;The Color Purple;Drama;Steven Spielberg;1985;154;0;20/08/2026 10:00;7,50
P1184;Spoorloos;Mystery;George Sluizer;1988;107;12;19/08/2026 12:30;7,00
P1185;Harold and Maude;Comedy;Hal Ashby;1971;91;6;19/08/2026 10:00;8,00
P1186;The Game;Action;David Fincher;1997;129;12;18/08/2026 13:30;6,50
